ensembl,symbol,pearson_z,empirical_p,n_co_measured,class,kd_cd4_abs,kd_k562_ontarget_abs,min_kd_rank,well_powered,k562_cells,donor_robust,program
ENSG00000143207,COP1,0.0147,0.4067,6740,intermediate,8.933,0.447,0.4582,False,72,True,
ENSG00000142856,ITGB3BP,0.0147,0.28,6740,intermediate,17.379,0.812,0.8488,True,199,False,
ENSG00000008294,SPAG9,0.0147,0.22,6740,intermediate,19.766,0.732,0.8101,True,180,False,
ENSG00000170265,ZNF282,0.0147,0.2633,6739,intermediate,19.335,0.343,0.2757,False,362,False,
ENSG00000023572,GLRX2,0.0147,0.22,6740,intermediate,16.149,0.819,0.816,True,179,False,
ENSG00000149313,AASDHPPT,0.0146,0.1833,6740,intermediate,9.66,0.688,0.5108,True,177,False,
ENSG00000213123,DYNLT2B,0.0146,0.1767,6740,intermediate,13.853,0.4,0.3963,False,121,True,
ENSG00000093167,LRRFIP2,0.0146,0.18,6740,intermediate,14.962,0.659,0.7608,True,132,False,
ENSG00000167315,ACAA2,0.0146,0.21,6740,intermediate,18.608,0.599,0.7057,True,204,False,
ENSG00000115750,TAF1B,0.0146,0.4433,6740,intermediate,4.582,0.321,0.0788,False,128,False,
ENSG00000049449,RCN1,0.0146,0.27,6740,intermediate,6.615,0.402,0.2791,False,610,True,
ENSG00000121413,ZSCAN18,0.0146,0.3133,6740,intermediate,0.354,,0.0009,False,533,False,
ENSG00000106261,ZKSCAN1,0.0145,0.14,6740,intermediate,12.233,0.775,0.6572,True,323,False,
ENSG00000186665,C17orf58,0.0145,0.1333,6740,intermediate,8.144,0.581,0.4007,False,95,False,
ENSG00000112167,SAYSD1,0.0145,0.1333,6740,intermediate,10.208,0.345,0.2799,False,134,False,
ENSG00000159210,SNF8,0.0145,0.1267,6740,intermediate,7.831,1.072,0.3796,False,282,False,
ENSG00000174485,DENND4A,0.0145,0.2767,6740,intermediate,14.575,0.166,0.0422,False,89,False,
ENSG00000040933,INPP4A,0.0145,0.1467,6740,intermediate,12.518,0.336,0.2599,False,161,False,
ENSG00000111554,MDM1,0.0145,0.2567,6740,intermediate,14.345,0.345,0.2803,False,67,False,
ENSG00000136021,SCYL2,0.0145,0.1967,6740,intermediate,12.676,0.425,0.4443,False,275,False,
ENSG00000108176,DNAJC12,0.0145,0.1767,6740,intermediate,7.809,,0.3785,False,79,False,
ENSG00000110841,PPFIBP1,0.0144,0.1567,6731,intermediate,6.078,0.395,0.2273,False,219,False,
ENSG00000124217,MOCS3,0.0144,0.1667,6740,intermediate,3.604,0.18,0.03,False,191,True,
ENSG00000167900,TK1,0.0144,0.1467,6737,intermediate,10.877,0.6,0.5856,True,98,False,
ENSG00000065970,FOXJ2,0.0144,0.1733,6740,intermediate,9.295,,0.4829,False,210,False,
ENSG00000140743,CDR2,0.0144,0.2567,6740,intermediate,20.263,0.281,0.1495,False,210,False,
ENSG00000106153,CHCHD2,0.0144,0.1367,6740,intermediate,7.925,2.602,0.3847,False,163,False,
ENSG00000085491,SLC25A24,0.0144,0.25,6740,intermediate,12.269,0.452,0.4953,False,212,False,
ENSG00000176160,HSF5,0.0144,0.1667,6738,intermediate,5.414,,0.1619,False,167,False,
ENSG00000131238,PPT1,0.0144,0.14,6740,intermediate,36.773,0.842,0.8687,True,86,False,
ENSG00000205268,PDE7A,0.0144,0.3467,6737,intermediate,10.233,0.344,0.277,False,252,False,
ENSG00000130764,LRRC47,0.0144,0.1967,6740,intermediate,10.435,0.281,0.1499,False,416,False,
ENSG00000243989,ACY1,0.0143,0.26,6740,intermediate,7.437,0.706,0.3482,False,70,False,
ENSG00000214941,ZSWIM7,0.0143,0.3033,6740,intermediate,14.017,0.35,0.2919,False,214,False,
ENSG00000197217,ENTPD4,0.0143,0.1367,6740,intermediate,12.325,0.287,0.159,False,321,False,
ENSG00000104889,RNASEH2A,0.0143,0.32,6740,intermediate,2.644,,0.0153,False,166,False,
ENSG00000254685,FPGT,0.0143,0.11,6739,intermediate,5.286,,0.1498,False,157,False,
ENSG00000136485,DCAF7,0.0142,0.13,6740,intermediate,10.991,0.825,0.5934,True,162,True,
ENSG00000158805,ZNF276,0.0142,0.1933,6740,intermediate,16.243,0.214,0.0684,False,70,False,
ENSG00000136167,LCP1,0.0142,0.2567,6740,intermediate,32.961,1.565,0.9834,True,220,False,
ENSG00000170088,TMEM192,0.0142,0.1067,6740,intermediate,6.095,0.416,0.2287,False,213,False,
ENSG00000140553,UNC45A,0.0142,0.4233,6740,intermediate,2.347,0.141,0.0128,False,351,True,
ENSG00000100221,JOSD1,0.0142,0.1267,6740,intermediate,19.557,0.169,0.0438,False,88,False,
ENSG00000114021,NIT2,0.0142,0.2933,6740,intermediate,5.609,0.516,0.1826,False,104,False,
ENSG00000170876,TMEM43,0.0142,0.1333,6740,intermediate,8.044,0.414,0.3935,False,59,False,
ENSG00000162777,DENND2D,0.0142,0.2133,6739,intermediate,19.203,0.596,0.7039,True,431,True,
ENSG00000162971,TYW5,0.0142,0.1267,6740,intermediate,6.711,0.336,0.2605,False,152,False,
ENSG00000205765,RIMOC1,0.0141,0.2333,6740,intermediate,14.578,0.461,0.5104,True,85,False,
ENSG00000169981,ZNF35,0.0141,0.4533,6740,intermediate,2.598,0.304,0.0147,False,280,True,
ENSG00000187193,MT1X,0.0141,0.1267,6738,intermediate,11.999,0.525,0.6128,True,268,False,
ENSG00000132819,RBM38,0.0141,0.1233,6740,intermediate,8.324,0.151,0.0347,False,188,False,
ENSG00000148730,EIF4EBP2,0.0141,0.15,6740,intermediate,34.847,0.527,0.6162,True,163,False,
ENSG00000274349,ZNF658,0.0141,0.1467,6740,intermediate,3.125,,0.0201,False,264,False,
ENSG00000134590,RTL8C,0.014,0.13,6739,intermediate,9.594,0.344,0.2763,False,318,False,
ENSG00000078269,SYNJ2,0.014,0.1567,6740,intermediate,8.677,0.243,0.0931,False,201,False,
ENSG00000173041,ZNF680,0.014,0.16,6740,intermediate,10.205,0.364,0.3247,False,259,False,
ENSG00000136631,VPS45,0.014,0.1833,6740,intermediate,8.107,0.362,0.3188,False,211,False,
ENSG00000095485,CWF19L1,0.014,0.2833,6740,intermediate,9.98,0.267,0.1268,False,165,False,
ENSG00000163832,ELP6,0.014,0.1533,6739,intermediate,6.124,0.71,0.2318,False,154,True,
ENSG00000181827,RFX7,0.014,0.1267,6740,intermediate,7.435,0.309,0.2055,False,112,False,
ENSG00000155329,ZCCHC10,0.014,0.2067,6738,intermediate,6.376,0.545,0.2543,False,112,False,
ENSG00000144199,FAHD2B,0.014,0.26,6740,intermediate,7.011,0.363,0.3125,False,62,False,
ENSG00000159733,ZFYVE28,0.0139,0.2833,6740,intermediate,10.466,,0.5613,False,323,False,
ENSG00000213928,IRF9,0.0139,0.2533,6740,intermediate,29.315,,0.9841,False,130,True,
ENSG00000144554,FANCD2,0.0139,0.46,6740,intermediate,7.366,0.654,0.3428,False,142,True,
ENSG00000164187,LMBRD2,0.0139,0.2033,6740,intermediate,9.391,0.367,0.3298,False,169,False,
ENSG00000115840,SLC25A12,0.0139,0.1233,6735,intermediate,15.661,0.359,0.3114,False,231,False,
ENSG00000064961,HMG20B,0.0139,0.2167,6740,intermediate,14.78,0.264,0.1204,False,153,False,
ENSG00000104783,KCNN4,0.0139,0.2367,6740,intermediate,7.574,,0.3596,False,165,False,
ENSG00000049245,VAMP3,0.0139,0.1333,6738,intermediate,15.252,0.475,0.5324,True,132,False,
ENSG00000135390,ATP5MC2,0.0139,0.1067,6740,intermediate,21.146,2.021,0.9221,True,112,False,
ENSG00000196233,LCOR,0.0138,0.1167,6740,intermediate,9.518,0.346,0.2817,False,104,False,
ENSG00000164219,PGGT1B,0.0138,0.3867,6740,intermediate,3.887,0.525,0.0386,False,81,True,
ENSG00000213047,DENND1B,0.0138,0.2067,6740,intermediate,17.348,0.332,0.2517,False,115,False,
ENSG00000129255,MPDU1,0.0138,0.1733,6740,intermediate,12.675,0.564,0.6664,True,80,False,
ENSG00000157823,AP3S2,0.0138,0.1767,6740,intermediate,23.459,0.383,0.364,False,157,False,
ENSG00000158402,CDC25C,0.0138,0.1833,6737,intermediate,8.898,0.319,0.2259,False,143,False,
ENSG00000112200,ZNF451,0.0138,0.1267,6739,intermediate,12.104,0.757,0.6515,True,247,False,
ENSG00000121775,TMEM39B,0.0138,0.3167,6740,intermediate,11.178,0.439,0.4678,False,209,False,
ENSG00000147224,PRPS1,0.0138,0.3133,6740,intermediate,13.354,0.652,0.7134,True,76,False,
ENSG00000197976,AKAP17A,0.0138,0.2,6731,intermediate,16.626,0.405,0.4058,False,81,False,
ENSG00000137216,TMEM63B,0.0137,0.1867,6740,intermediate,6.124,0.19,0.054,False,210,False,
ENSG00000111652,COPS7A,0.0137,0.34,6740,intermediate,18.94,0.325,0.2392,False,148,False,
ENSG00000138760,SCARB2,0.0137,0.09,6740,intermediate,12.16,0.379,0.3552,False,308,False,
ENSG00000182504,CEP97,0.0137,0.21,6740,intermediate,7.228,0.222,0.0735,False,332,False,
ENSG00000135932,CAB39,0.0137,0.2267,6740,intermediate,16.87,0.168,0.0437,False,349,False,
ENSG00000135974,C2orf49,0.0137,0.23,6740,intermediate,4.967,0.388,0.1225,False,201,False,
ENSG00000137714,FDX1,0.0137,0.3867,6740,intermediate,7.406,0.552,0.3456,False,209,True,
ENSG00000119688,ABCD4,0.0137,0.1333,6740,intermediate,4.676,0.37,0.0882,False,117,False,
ENSG00000129810,SGO1,0.0137,0.32,6740,intermediate,5.259,0.481,0.1475,False,84,False,
ENSG00000135541,AHI1,0.0137,0.2033,6740,intermediate,8.044,0.398,0.3931,False,120,False,
ENSG00000070540,WIPI1,0.0137,0.1767,6740,intermediate,11.076,,0.5998,False,382,False,
ENSG00000154920,EME1,0.0136,0.1467,6740,intermediate,6.796,0.275,0.1404,False,156,False,
ENSG00000124571,XPO5,0.0136,0.1733,6740,intermediate,10.454,0.562,0.5602,True,476,False,
ENSG00000166128,RAB8B,0.0136,0.18,6740,intermediate,20.815,0.321,0.2301,False,151,False,
ENSG00000171853,TRAPPC12,0.0136,0.2133,6740,intermediate,8.753,0.483,0.4459,False,227,False,
ENSG00000085760,MTIF2,0.0136,0.1967,6739,intermediate,12.103,0.974,0.6513,True,234,False,
ENSG00000107960,STN1,0.0136,0.1133,6740,intermediate,5.359,,0.1565,False,18,False,
ENSG00000175787,ZNF169,0.0136,0.1833,6738,intermediate,4.323,,0.0553,False,213,False,
ENSG00000177565,TBL1XR1,0.0136,0.1,6740,intermediate,19.386,0.308,0.2033,False,74,True,
ENSG00000162852,CNST,0.0136,0.2267,6740,intermediate,4.925,0.339,0.1191,False,249,False,
ENSG00000167377,ZNF23,0.0136,0.1333,6740,intermediate,5.498,,0.1701,False,332,False,
ENSG00000104695,PPP2CB,0.0136,0.1033,6740,intermediate,4.587,0.415,0.0793,False,259,False,
ENSG00000116685,KIAA2013,0.0136,0.39,6740,intermediate,15.058,0.512,0.5942,True,148,False,
ENSG00000130340,SNX9,0.0136,0.3167,6740,intermediate,10.808,0.477,0.5362,True,319,False,
ENSG00000030419,IKZF2,0.0136,0.25,6739,intermediate,1.146,,0.0055,False,307,False,
ENSG00000146416,AIG1,0.0136,0.1633,6740,intermediate,5.183,,0.1406,False,106,False,
ENSG00000064393,HIPK2,0.0136,0.25,6740,intermediate,9.643,0.487,0.509,True,233,False,
ENSG00000272325,NUDT3,0.0136,0.32,6740,intermediate,13.06,0.579,0.6833,True,52,False,
ENSG00000114850,SSR3,0.0136,0.1867,6740,intermediate,34.496,1.163,0.9514,True,62,True,
ENSG00000128965,CHAC1,0.0136,0.3067,6740,intermediate,12.899,,0.6921,False,205,False,
ENSG00000142867,BCL10,0.0135,0.3433,6740,intermediate,18.313,0.321,0.2312,False,236,True,
ENSG00000187189,TSPYL4,0.0135,0.2233,6740,intermediate,7.573,0.363,0.3228,False,304,False,
ENSG00000088298,EDEM2,0.0135,0.1833,6740,intermediate,17.298,,0.8469,False,121,False,
ENSG00000114745,GORASP1,0.0135,0.2667,6740,intermediate,6.1,,0.2294,False,245,False,
ENSG00000111877,MCM9,0.0135,0.29,6740,intermediate,6.269,0.258,0.1119,False,234,False,
ENSG00000145703,IQGAP2,0.0135,0.43,6740,intermediate,11.608,0.617,0.6271,True,138,False,
ENSG00000171160,MORN4,0.0135,0.1633,6740,intermediate,4.818,,0.1057,False,275,False,
ENSG00000093183,SEC22C,0.0135,0.15,6740,intermediate,13.332,0.618,0.7123,True,82,False,
ENSG00000083544,TDRD3,0.0135,0.33,6740,intermediate,9.992,0.311,0.209,False,63,False,
ENSG00000132388,UBE2G1,0.0135,0.3133,6740,intermediate,19.538,0.467,0.5211,True,106,False,
ENSG00000175606,TMEM70,0.0135,0.21,6740,intermediate,14.327,0.61,0.7168,True,246,False,
ENSG00000121879,PIK3CA,0.0134,0.1833,6740,intermediate,22.911,0.442,0.4776,False,134,False,
ENSG00000146540,C7orf50,0.0134,0.3433,6740,intermediate,5.057,0.253,0.1037,False,194,False,
ENSG00000166171,DPCD,0.0134,0.15,6740,intermediate,10.864,0.021,0.0044,False,18,False,
ENSG00000171466,ZNF562,0.0134,0.1333,6740,intermediate,9.848,0.494,0.5235,True,110,False,
ENSG00000065243,PKN2,0.0134,0.3833,6740,intermediate,8.736,0.566,0.4442,False,93,False,
ENSG00000147789,ZNF7,0.0134,0.2267,6740,intermediate,5.054,0.391,0.1291,False,268,False,
ENSG00000121039,RDH10,0.0133,0.2367,6740,intermediate,5.614,0.32,0.1832,False,30,False,
ENSG00000138032,PPM1B,0.0133,0.2133,6735,intermediate,18.227,0.355,0.3034,False,201,False,
ENSG00000177683,THAP5,0.0133,0.2233,6740,intermediate,11.306,0.532,0.6117,True,141,False,
ENSG00000073008,PVR,0.0133,0.19,6740,intermediate,8.908,,0.4572,False,191,False,
ENSG00000113845,TIMMDC1,0.0133,0.2933,6740,intermediate,14.204,0.945,0.7512,True,43,True,
ENSG00000125037,EMC3,0.0133,0.19,6737,intermediate,16.65,0.272,0.1366,False,458,False,
ENSG00000146410,MTFR2,0.0133,0.1833,6740,intermediate,9.685,0.442,0.4769,False,206,False,
ENSG00000197905,TEAD4,0.0133,0.26,6737,intermediate,6.528,0.258,0.112,False,144,True,
ENSG00000137563,GGH,0.0133,0.1733,6740,intermediate,15.384,0.593,0.6995,True,59,False,
ENSG00000026652,AGPAT4,0.0132,0.2033,6739,intermediate,6.47,0.393,0.2631,False,207,False,
ENSG00000126246,IGFLR1,0.0132,0.13,6738,intermediate,12.792,0.147,0.0329,False,274,False,
ENSG00000153140,CETN3,0.0132,0.21,6740,intermediate,15.45,0.389,0.3743,False,121,False,
ENSG00000055483,USP36,0.0132,0.2833,6740,intermediate,3.402,0.396,0.0259,False,303,True,
ENSG00000167528,ZNF641,0.0132,0.2367,6740,intermediate,12.278,,0.6597,False,144,True,
ENSG00000125746,EML2,0.0132,0.23,6740,intermediate,10.805,0.211,0.0669,False,150,False,
ENSG00000104885,DOT1L,0.0132,0.2967,6740,intermediate,7.941,0.148,0.0331,False,171,True,
ENSG00000073060,SCARB1,0.0132,0.34,6740,intermediate,4.991,0.542,0.125,False,218,False,
ENSG00000072310,SREBF1,0.0132,0.18,6740,intermediate,6.301,0.093,0.0187,False,127,True,
ENSG00000131504,DIAPH1,0.0132,0.1367,6740,intermediate,26.024,0.873,0.8807,True,178,False,
ENSG00000169692,AGPAT2,0.0132,0.4367,6740,intermediate,8.912,0.629,0.4575,False,115,False,
ENSG00000129680,MAP7D3,0.0132,0.1433,6740,intermediate,9.811,0.296,0.1764,False,152,False,
ENSG00000153560,UBP1,0.0132,0.44,6735,intermediate,6.18,0.48,0.2372,False,185,False,
ENSG00000161999,JMJD8,0.0132,0.1633,6740,intermediate,12.949,0.394,0.3836,False,177,False,
ENSG00000196743,GM2A,0.0132,0.13,6740,intermediate,5.816,0.307,0.2012,False,70,False,
ENSG00000122390,NAA60,0.0132,0.1367,6740,intermediate,16.578,0.278,0.145,False,48,False,
ENSG00000162073,PAQR4,0.0132,0.3133,6740,intermediate,6.307,0.308,0.2041,False,96,False,
ENSG00000107745,MICU1,0.0131,0.2833,6740,intermediate,18.206,0.556,0.657,True,63,False,
ENSG00000189190,ZNF600,0.0131,0.13,6739,intermediate,6.227,,0.241,False,178,False,
ENSG00000198718,TOGARAM1,0.0131,0.31,6740,intermediate,4.985,0.323,0.1244,False,281,False,
ENSG00000129315,CCNT1,0.0131,0.1933,6738,intermediate,7.763,0.5,0.3755,False,168,True,
ENSG00000117479,SLC19A2,0.0131,0.2067,6740,intermediate,6.608,,0.2781,False,152,False,
ENSG00000089022,MAPKAPK5,0.0131,0.1733,6740,intermediate,10.462,0.488,0.5546,True,125,False,
ENSG00000196428,TSC22D2,0.013,0.2433,6740,intermediate,6.333,0.066,0.0133,False,112,False,
ENSG00000115977,AAK1,0.013,0.1267,6740,intermediate,28.669,0.366,0.3285,False,240,False,
ENSG00000131943,C19orf12,0.013,0.1833,6738,intermediate,21.612,0.4,0.3967,False,196,False,
ENSG00000185619,PCGF3,0.013,0.2467,6739,intermediate,6.199,0.338,0.2385,False,159,True,
ENSG00000189046,ALKBH2,0.013,0.4667,6740,intermediate,3.627,0.457,0.0306,False,164,False,
ENSG00000119669,IRF2BPL,0.013,0.18,6740,intermediate,8.587,,0.4339,False,320,False,
ENSG00000109674,NEIL3,0.013,0.1267,6736,intermediate,10.717,0.352,0.2954,False,260,False,
ENSG00000123975,CKS2,0.013,0.2133,6740,intermediate,13.149,0.887,0.7036,True,219,False,
ENSG00000134824,FADS2,0.013,0.25,6740,intermediate,12.531,,0.6724,False,489,False,
ENSG00000157837,SPPL3,0.013,0.2067,6740,intermediate,11.212,0.48,0.5417,True,128,False,
ENSG00000182287,AP1S2,0.0129,0.31,6740,intermediate,9.323,0.412,0.4227,False,179,False,
ENSG00000109103,UNC119,0.0129,0.1433,6740,intermediate,8.248,0.255,0.1084,False,354,False,
ENSG00000064763,FAR2,0.0129,0.2033,6740,intermediate,5.635,0.367,0.1856,False,175,False,
ENSG00000044090,CUL7,0.0129,0.25,6740,intermediate,4.935,,0.1203,False,51,False,
ENSG00000159348,CYB5R1,0.0129,0.1267,6740,intermediate,13.744,0.407,0.4105,False,200,False,
ENSG00000140995,DEF8,0.0129,0.21,6740,intermediate,4.042,0.298,0.0432,False,127,True,
ENSG00000166507,NDST2,0.0129,0.3867,6740,intermediate,3.003,,0.0183,False,131,True,
ENSG00000198836,OPA1,0.0129,0.1567,6740,intermediate,7.128,0.732,0.3239,False,164,False,
ENSG00000101126,ADNP,0.0128,0.17,6740,intermediate,19.53,0.682,0.7777,True,156,True,
ENSG00000023516,AKAP11,0.0128,0.3133,6740,intermediate,8.197,0.45,0.405,False,84,False,
ENSG00000228474,OST4,0.0128,0.2533,6734,intermediate,20.616,1.201,0.9143,True,149,True,
ENSG00000204351,SKIC2,0.0128,0.1867,6740,intermediate,1.964,0.235,0.0103,False,44,True,
ENSG00000104904,OAZ1,0.0128,0.1967,6740,intermediate,4.892,0.626,0.1147,False,152,False,
ENSG00000167550,RHEBL1,0.0128,0.16,6740,intermediate,5.145,0.353,0.1372,False,68,False,
ENSG00000177963,RIC8A,0.0128,0.2133,6740,intermediate,15.413,0.346,0.2823,False,488,True,
ENSG00000140365,COMMD4,0.0128,0.32,6740,intermediate,13.772,0.886,0.7315,True,201,True,
ENSG00000100802,C14orf93,0.0128,0.2033,6730,intermediate,5.548,,0.1756,False,399,False,
ENSG00000198286,CARD11,0.0128,0.3933,6740,intermediate,6.137,,0.2338,False,282,True,
ENSG00000103876,FAH,0.0128,0.15,6737,intermediate,8.832,0.59,0.452,False,379,False,
ENSG00000103043,VAC14,0.0128,0.17,6732,intermediate,15.816,0.259,0.1137,False,145,False,
ENSG00000106615,RHEB,0.0128,0.1767,6740,intermediate,9.183,1.11,0.4768,False,67,False,
ENSG00000185344,ATP6V0A2,0.0128,0.28,6740,intermediate,4.812,0.428,0.1052,False,108,False,
ENSG00000133739,LRRCC1,0.0128,0.24,6740,intermediate,5.501,0.534,0.1703,False,154,False,
ENSG00000135048,CEMIP2,0.0128,0.1433,6738,intermediate,11.153,0.302,0.1912,False,244,False,
ENSG00000171302,CANT1,0.0128,0.1333,6740,intermediate,21.34,0.372,0.3398,False,62,False,
ENSG00000072958,AP1M1,0.0127,0.4033,6740,intermediate,15.54,0.417,0.432,False,211,False,
ENSG00000101452,DHX35,0.0127,0.22,6740,intermediate,3.833,,0.0361,False,71,False,
ENSG00000189180,ZNF33A,0.0127,0.1733,6740,intermediate,5.514,0.607,0.1723,False,139,False,
ENSG00000115282,TTC31,0.0127,0.2167,6740,intermediate,5.883,0.306,0.1995,False,211,False,
ENSG00000148985,PGAP2,0.0127,0.33,6740,intermediate,3.49,0.202,0.0275,False,271,True,
ENSG00000173264,GPR137,0.0127,0.21,6737,intermediate,12.676,0.255,0.108,False,257,True,
ENSG00000137331,IER3,0.0127,0.1233,6740,intermediate,4.489,0.244,0.0679,False,92,False,
ENSG00000175866,BAIAP2,0.0127,0.1367,6736,intermediate,4.859,0.242,0.0913,False,363,False,
ENSG00000124275,MTRR,0.0127,0.1567,6739,intermediate,10.433,0.319,0.2254,False,228,True,
ENSG00000081692,JMJD4,0.0127,0.2033,6740,intermediate,9.358,0.447,0.4865,False,288,False,
ENSG00000111802,TDP2,0.0127,0.18,6737,intermediate,10.392,0.478,0.5378,True,351,False,
ENSG00000119431,HDHD3,0.0126,0.2933,6739,intermediate,9.816,0.352,0.2952,False,45,False,
ENSG00000048649,RSF1,0.0126,0.2433,6740,intermediate,10.72,0.635,0.5745,True,68,False,
ENSG00000178149,DALRD3,0.0126,0.24,6739,intermediate,6.515,0.073,0.0153,False,377,False,
ENSG00000176170,SPHK1,0.0126,0.2667,6740,intermediate,5.86,0.423,0.2068,False,287,False,
ENSG00000174891,RSRC1,0.0126,0.33,6740,intermediate,13.044,0.719,0.6986,True,69,False,
ENSG00000087053,MTMR2,0.0126,0.1567,6740,intermediate,9.829,0.448,0.4882,False,264,False,
ENSG00000179933,C14orf119,0.0126,0.3067,6740,intermediate,16.265,0.534,0.6255,True,157,False,
ENSG00000159322,ADPGK,0.0126,0.17,6740,intermediate,21.104,0.228,0.0784,False,93,False,
ENSG00000142552,RCN3,0.0125,0.14,6740,intermediate,7.721,,0.3713,False,235,False,
ENSG00000107362,ABHD17B,0.0125,0.2567,6740,intermediate,10.384,0.264,0.1213,False,58,False,
ENSG00000160813,PPP1R35,0.0125,0.1833,6739,intermediate,6.484,0.541,0.2642,False,133,False,
ENSG00000119632,IFI27L2,0.0125,0.1467,6740,intermediate,15.899,,0.8086,False,89,False,
ENSG00000186496,ZNF396,0.0125,0.1633,6740,intermediate,0.112,,0.0002,False,130,False,
ENSG00000135316,SYNCRIP,0.0125,0.2467,6740,intermediate,3.315,0.383,0.0231,False,72,True,
ENSG00000125970,RALY,0.0125,0.15,6740,intermediate,15.103,0.729,0.7838,True,197,False,
ENSG00000169410,PTPN9,0.0125,0.3433,6740,intermediate,25.09,0.118,0.0235,False,78,False,
ENSG00000178502,KLHL11,0.0124,0.2567,6740,intermediate,4.52,,0.0707,False,286,False,
ENSG00000125304,TM9SF2,0.0124,0.2433,6740,intermediate,15.008,0.929,0.7802,True,180,False,
ENSG00000166619,BLCAP,0.0124,0.15,6740,intermediate,10.865,0.401,0.3978,False,231,False,
ENSG00000176225,RTTN,0.0124,0.4433,6739,intermediate,0.58,0.072,0.0025,False,237,True,
ENSG00000204439,C6orf47,0.0124,0.2767,6740,intermediate,7.687,0.342,0.2737,False,118,False,
ENSG00000074755,ZZEF1,0.0124,0.1633,6740,intermediate,11.227,0.252,0.1022,False,271,False,
ENSG00000188739,RBM34,0.0124,0.15,6740,intermediate,4.882,,0.1132,False,206,False,
ENSG00000121851,POLR3GL,0.0124,0.3267,6740,intermediate,7.575,0.771,0.3599,False,167,False,
ENSG00000139323,POC1B,0.0124,0.32,6740,intermediate,5.286,0.292,0.15,False,166,False,
ENSG00000204673,AKT1S1,0.0124,0.4033,6740,intermediate,9.479,0.449,0.4896,False,193,False,
ENSG00000141568,FOXK2,0.0124,0.2633,6739,intermediate,12.874,0.317,0.2208,False,155,False,
ENSG00000160087,UBE2J2,0.0123,0.22,6740,intermediate,16.439,0.644,0.7501,True,44,False,
ENSG00000168301,KCTD6,0.0123,0.23,6740,intermediate,9.067,,0.4665,False,194,False,
ENSG00000147316,MCPH1,0.0123,0.4933,6740,intermediate,7.809,0.498,0.3783,False,44,True,
ENSG00000102225,CDK16,0.0123,0.3333,6740,intermediate,13.273,0.392,0.3801,False,189,False,
ENSG00000198399,ITSN2,0.0123,0.2167,6740,intermediate,10.709,0.421,0.4385,False,209,False,
ENSG00000137040,RANBP6,0.0123,0.29,6740,intermediate,16.772,0.297,0.1775,False,134,False,
ENSG00000205726,ITSN1,0.0123,0.36,6740,intermediate,1.619,0.444,0.0076,False,237,True,
ENSG00000144589,STK11IP,0.0123,0.1467,6740,intermediate,5.987,,0.2187,False,217,False,
ENSG00000114450,GNB4,0.0123,0.2867,6740,intermediate,9.4,0.608,0.4906,False,123,False,
ENSG00000186026,ZNF284,0.0123,0.3467,6740,intermediate,5.349,,0.1553,False,386,False,
ENSG00000122481,RWDD3,0.0123,0.2933,6740,intermediate,8.886,0.519,0.4558,False,60,False,
ENSG00000117000,RLF,0.0123,0.2,6738,intermediate,8.181,0.612,0.4036,False,156,False,
ENSG00000134265,NAPG,0.0122,0.2633,6740,intermediate,9.447,0.437,0.4642,False,183,False,
ENSG00000103415,HMOX2,0.0122,0.1333,6740,intermediate,26.278,0.303,0.1921,False,381,False,
ENSG00000134222,PSRC1,0.0122,0.13,6740,intermediate,5.595,0.295,0.1735,False,174,False,
ENSG00000166938,DIS3L,0.0122,0.2,6740,intermediate,9.102,0.436,0.464,False,259,True,
ENSG00000152484,USP12,0.0122,0.1867,6738,intermediate,12.759,0.31,0.2064,False,297,False,
ENSG00000163320,CGGBP1,0.0122,0.3567,6736,intermediate,8.582,0.16,0.0395,False,296,False,
ENSG00000147439,BIN3,0.0122,0.1667,6740,intermediate,11.009,0.375,0.3465,False,223,False,
ENSG00000116001,TIA1,0.0122,0.1467,6740,intermediate,21.94,0.549,0.6457,True,121,False,
ENSG00000187024,PTRH1,0.0122,0.17,6740,intermediate,7.389,0.363,0.3205,False,191,False,
ENSG00000171861,MRM3,0.0121,0.26,6740,intermediate,7.241,0.36,0.3143,False,225,False,
ENSG00000105486,LIG1,0.0121,0.5033,6740,intermediate,6.483,0.666,0.2641,False,3,False,
ENSG00000186130,ZBTB6,0.0121,0.43,6740,intermediate,8.199,,0.4052,False,87,False,
ENSG00000181450,ZNF678,0.0121,0.2167,6736,intermediate,6.676,0.302,0.1895,False,218,False,
ENSG00000189227,C15orf61,0.0121,0.2467,6740,intermediate,10.301,0.598,0.551,True,183,False,
ENSG00000100330,MTMR3,0.0121,0.3267,6740,intermediate,11.172,,0.6047,False,42,False,
ENSG00000197798,FAM118B,0.0121,0.1833,6740,intermediate,6.476,0.247,0.096,False,157,True,
ENSG00000143702,CEP170,0.0121,0.3167,6740,intermediate,9.482,0.555,0.4973,False,165,False,
ENSG00000124733,MEA1,0.0121,0.4333,6739,intermediate,14.979,0.722,0.779,True,292,False,
ENSG00000075188,NUP37,0.0121,0.3533,6740,intermediate,11.039,0.785,0.5976,True,135,False,
ENSG00000187742,SECISBP2,0.0121,0.23,6740,intermediate,7.175,0.543,0.3275,False,230,False,
ENSG00000114999,TTL,0.0121,0.48,6740,intermediate,17.737,0.39,0.376,False,48,False,
ENSG00000239672,NME1,0.012,0.3333,6739,intermediate,11.868,1.301,0.6385,True,238,False,
